userID,artistID,name,Label,IR,FriendsListening,FriendsRating
1521,292,Christina Aguilera,1,1.5145682065797126,6,3
818,154,Radiohead,1,1.1422224216430883,0,0
356,779,Bring Me The Horizon,1,0.3815598110369424,1,1
1081,7533,SinĂ©ad O'Connor,0,0.0008145035483193133,0,0
1905,11812,Say Hi to Your Mom,1,0.0064790141865705845,0,0
28,421,MĂłveis Coloniais de Acaju,0,0.00620103211440386,0,0
831,294,Leona Lewis,0,0.45226296633740165,9,3
504,3712,The Lonely Island,1,0.013396252072106726,0,0
2083,157,Michael Jackson,1,0.06820129252803302,2,2
1261,3267,Fabrizio De AndrĂ©,0,0.007215086478873071,0,0
1535,1866,Yellowcard,1,0.12531473920879674,2,2
835,486,30 Seconds to Mars,1,0.11287769565297517,0,0
476,8065,Zombie Ghost Train,0,0.009202208603868427,0,0
991,8259,Damageplan,0,0.007472652299842967,0,0
762,1714,Oomph!,1,0.013593064682282387,1,1
1665,9629,Edwyn Collins,0,0.000571195659412639,0,0
1274,4970,Drudkh,0,0.005192319916631396,0,0
77,1988,The Subways,1,0.0523155692440169,0,0
946,2987,HEVO84,1,0.020922837645414492,0,0
1877,951,Bon Jovi,0,0.05269780688272072,0,0
1968,4105,KoĐŻn,1,0.006017253846133567,0,0
1363,9108,Sowelu,0,0.002294615884133054,0,0
1440,8072,Bobby Valentino,0,0.0027687982889748916,0,0
1817,825,Whitechapel,0,0.011838841031914772,0,0
698,6250,Globus,1,0.04145976272266536,0,0
46,5782,Jay Reatard,0,0.004963391240397086,0,0
1818,716,Kaiser Chiefs,1,0.024296272453016025,0,0
2072,12154,Os Cascavelletes,0,0.002287126445191672,0,0
1159,11265,ĐśĐľŃ€ŃŤ & Đ ŃŤĐ»ŃŚŃŃ‹,0,0.001130325548205304,0,0
577,163,Pink Floyd,1,0.18018378390196219,0,0
1185,1801,Nightmares on Wax,0,0.017374233409007483,0,0
1053,1406,The Offspring,0,0.11328694872495987,0,0
912,1810,Def Leppard,1,0.21057939273757162,1,1
631,1412,Led Zeppelin,1,0.5380855351138776,0,0
1233,56,Daft Punk,1,0.3219042220176434,0,0
1242,1118,A Perfect Circle,1,0.12709648333823476,0,0
835,707,Metallica,1,0.20390770423731022,3,2
156,5302,Gong,0,0.0035584766057275303,0,0
1381,297,David Cook,0,0.0200905326383317,0,0
679,1122,The Police,0,0.06786165713845002,0,0
1804,1681,Charlie Brown Jr.,1,0.0652315878028296,1,1
1778,9339,orange crush,0,0.003584193818538387,0,0
1806,442,The Tallest Man on Earth,0,0.018022901920040173,0,0
2081,2761,Akercocke,0,0.0019219343710789448,0,0
293,2069,Stream of Passion,0,0.0046987774818990765,0,0
593,7183,Carolina Liar,0,0.002236602562846615,0,0
566,821,Amon Amarth,1,0.026402292137610167,0,0
195,5503,The Orb,0,0.004315504838317032,0,0
672,7818,Phantogram,0,0.0017548195048638206,0,0
2075,408,Crossfade,0,0.013864360393201665,0,0
1766,8808,B.B. King & Eric Clapton,0,0.002364371883081612,0,0
329,7391,Zac Efron,0,0.004624706133638259,0,0
259,173,Placebo,1,0.49974035832665836,2,2
207,2473,FantĂ´mas,0,0.008568179763632578,0,0
832,1113,Ayreon,1,0.014731001756228787,0,0
1107,2940,Dead by April,1,0.12761245430644302,1,1
343,1987,Dick4Dick,0,0.005013963274791163,0,0
1824,212,Bob Dylan,1,0.1831914785426553,2,2
8,7660,I Blame Coco,0,0.014191359466912988,0,0
297,3057,Regina Spektor,1,0.2743946739906719,1,1
220,615,Elliott Smith,1,0.11984761020378261,0,0
1224,12123,Junior Wells,1,0.021410917110640314,1,1
637,3279,The Jesus and Mary Chain,0,0.005466881834646594,0,0
1740,430,Kate Nash,1,0.18213993204906934,0,0
971,2352,Creed,1,0.07438362340885088,1,1
1989,12890,Bliss,1,0.0025247981706834044,0,0
66,5014,Towers of London,0,0.0024786290230151935,0,0
450,808,Rise Against,0,0.14752089309278243,0,0
546,6262,Girls Can't Catch,0,0.002927939211582951,0,0
715,1810,Def Leppard,1,0.10532654517233053,0,0
1589,917,Iron Maiden,1,0.23751872730904608,1,1
85,6952,Siya Siyabend,0,0.0020453652531850952,0,0
758,425,Yeah Yeah Yeahs,1,0.266164874520656,1,1
824,225,Interpol,1,0.061831616138548554,1,1
458,603,Aphex Twin,1,0.04280394581660823,0,0
543,1816,HĂ©roes del Silencio,0,0.023744418577329916,0,0
1911,526,La Roux,1,0.14890057857417976,0,0
1563,67,Madonna,1,0.12937449954170352,3,2
1438,1899,Scritti Politti,0,0.007796844698386426,0,0
319,9348,Stevie Nicks,0,0.0038150747410585924,0,0
1226,5073,Juno Reactor,0,0.015443545975482885,0,0
927,4309,Akcent,0,0.014844213682926792,0,0
1410,333,Avril Lavigne,1,0.4471717964405493,9,3
1075,2360,Airbourne,0,0.012197617728785587,0,0
3,4432,Our Lady Peace,0,0.001669883801657722,0,0
124,3051,Submersed,1,0.007877240715090326,0,0
846,2026,The Residents,1,0.11055034038948583,0,0
116,6326,Shad,0,0.0018497692223563805,0,0
1128,15919,D'Angelo,0,0.0025093489438315175,0,0
1019,7274,Ben Lee,0,0.004056020711272604,0,0
355,7340,Jay Sean,0,0.04008384473047973,2,2
1790,204,Damien Rice,1,0.07523554918128601,0,0
31,72,Depeche Mode,1,0.4138252385707001,19,4
909,12319,Elysian Fields,0,0.0013029145344400058,0,0
460,207,Arctic Monkeys,1,0.41084744968858655,1,1
804,349,The Pussycat Dolls,1,0.7608435404441757,3,2
1246,727,Era,1,0.05044144238883409,0,0
1234,972,t.A.T.u.,1,0.21716656585464114,1,1
1582,1105,Jack's Mannequin,1,0.024655325895090584,0,0
118,7376,Slint,0,0.003606041993893313,0,0
433,7888,Barcelona,0,0.0028950218553663023,0,0
1207,5537,Aggro Santos,0,0.0035189867160792684,0,0
374,11147,ĐĐ»Đ»Đ° ĐźŃĐłĐ°Ń‡Ń‘Đ˛Đ°,0,2.4220067703687653e-05,0,0
1683,4463,Fernando & Sorocaba,0,0.012382476051509847,0,0
1308,13272,John Mayall,0,0.0010598482675414035,0,0
2022,1491,Antonio Vivaldi,0,0.014221152773143063,0,0
697,3863,Blank & Jones,1,0.04542430077259808,1,1
1652,462,Blue,1,0.024958792390402877,0,0
1179,509,Pitchshifter,0,0.0014762713324061206,0,0
2046,955,Epica,1,0.13527220256752065,0,0
806,436,The Smashing Pumpkins,1,0.19799070152224774,0,0
425,299,Jennifer Lopez,1,0.42400133112080585,5,3
1075,5750,Chay Suede,0,0.003980723005900121,0,0
425,9636,Jesus on Extasy,0,0.005632240087468777,0,0
106,2698,Public Enemy,1,0.017875743288922163,0,0
1292,1400,MGMT,1,0.03917307913608572,0,0
673,1883,The Cars,0,0.009358999931773443,0,0
926,7521,autoclav1.1,1,0.003632343542390457,0,0
178,4750,Jeremy Camp,0,0.006538869580309993,0,0
587,489,Limp Bizkit,0,0.09206012322255705,0,0
319,1689,Bowling for Soup,0,0.041369755744295494,0,0
224,3186,Vive la FĂŞte,0,0.021023565097795436,0,0
916,484,Ne-Yo,1,0.19353633045650903,0,0
616,5572,ćž—äżŠĺ‚‘,0,0.0012067414234448242,0,0
414,10615,Wavves,0,0.008953046034003495,0,0
862,288,Rihanna,1,1.5576646275293524,15,4
216,3587,Gary Allan,0,0.0006557992491245206,0,0
1576,4815,Kristin Chenoweth,1,0.05190363793119947,0,0
1092,3290,Cranes,0,0.011134555517306086,0,0
1659,788,Fey,1,0.009336640741442671,1,1
1963,13579,Dave Melillo,0,0.005512331054693304,0,0
152,318,Hilary Duff,1,0.3317412215017003,2,2
1535,333,Avril Lavigne,1,1.1614913025348326,14,4
1765,10604,Juli,0,0.0017992418423796806,0,0
1150,12683,Addison Road,1,0.051480757042596456,0,0
1026,586,Professor Longhair,0,0.0008084720106313545,0,0
493,67,Madonna,1,0.20423309497008552,0,0
1149,436,The Smashing Pumpkins,1,0.050874362078301275,0,0
888,1306,Above & Beyond,1,0.028238256578439893,0,0
1613,1852,Red,1,0.08774982281628481,0,0
2006,2695,Frog Pocket,1,0.0525412350327208,0,0
518,1854,Breaking Benjamin,0,0.09033228518205162,0,0
1906,6054,Goose,0,0.0098241071878777,0,0
2016,4191,Hot Water Music,0,0.0008132212298460605,0,0
285,14455,Ecos Falsos,0,0.002123694602636046,0,0
1586,952,Skid Row,1,0.05388734663768675,1,1
137,2523,Spice Girls,1,0.16128501093568184,0,0
1832,203,Blur,1,0.377096417484805,2,2
1041,460,Noize MC,1,0.03587117693609284,0,0
1665,2549,Lu Alone,0,0.0002594083138198578,0,0
201,7203,Tryo,0,0.0003317924116971844,0,0
1980,683,John Mayer,1,0.028408817251712296,0,0
304,1384,The Verve,1,0.025242478831099546,1,1
477,488,Three Days Grace,0,0.08437704337953067,0,0
587,1116,Incubus,1,0.1423201084777096,0,0
1146,9437,Jackson Browne,0,0.001324582744479982,0,0
2068,1424,Cat Power,1,0.08940126501323127,2,2
1638,7408,George Thorogood,0,0.000443517538754092,0,0
168,15892,Allison,0,0.0023496024646637525,0,0
634,31,Amduscia,0,0.003938817322441551,0,0
995,6590,CJ Holland,1,0.000644998860218042,0,0
1847,7619,Rain,0,9.69694899977297e-05,0,0
128,6703,Frida,0,0.004264511112607597,0,0
2095,5774,Chiquititas,0,0.0005926955160632278,0,0
1192,6308,Nick Lachey,0,0.006378833673205301,0,0
13,537,The Used,1,0.030900629192598193,0,0
180,2763,Decapitated,1,0.0005844247220775561,0,0
327,12565,Sam Roberts,0,0.001831051630899497,0,0
2067,3043,Have Heart,1,0.015129574884233521,0,0
1191,1469,The Mamas & The Papas,0,0.012443770038069778,0,0
1845,5105,Cavalera Conspiracy,0,0.003598453812771925,0,0
1091,3757,Brandi Carlile,1,0.002756343658132359,0,0
714,9506,Ceramic Hello,1,0.0016973629753335236,1,1
791,2092,ě†Śë…€ě‹śëŚ€,0,0.003593166250677952,0,0
679,777,The Crystal Method,0,0.012695101217150909,0,0
95,2549,Lu Alone,1,0.005791957239048438,0,0
1180,8705,No Age,0,0.0023806226268755647,0,0
1028,1890,Sparks,0,0.010909033724926942,0,0
618,10847,The Replacements,0,0.0022431432770801457,0,0
1894,1396,Digitalism,0,0.01579221187369521,0,0
1762,13377,Birds of Tokyo,0,0.002341836990572808,0,0
635,7086,Hori,0,0.0007386628922549101,0,0
108,8735,Head,0,0.0018442953809003162,0,0
1173,2139,Beach House,1,0.11750172491897443,0,0
1948,374,ĺ®‡ĺ¤šç”°ă’ă‚«ă«,1,0.06451008794724293,0,0
1701,562,The Who,1,0.11028078323661909,0,0
1869,1843,Teddy Pendergrass,1,0.0015363706063118642,0,0
414,3865,Nek,0,0.0071293026061447625,0,0
677,1726,Elio e le Storie Tese,0,0.006823377742264261,0,0
236,333,Avril Lavigne,1,1.158178226010031,26,5
557,8043,Idlewild,1,0.0036404716116752375,0,0
1178,190,Muse,1,0.9535754592812976,1,1
814,9285,Jamie Woon,0,0.004639088052403878,0,0
44,6629,Method Man & Redman,0,0.004100506290398776,0,0
1256,5217,Fuel,0,0.004405715063439258,0,0
1308,11421,Bishop Allen,0,0.0046974974618166744,0,0
473,8173,The Notorious B.I.G.,0,0.003420139891122386,0,0
1616,65,Coldplay,1,0.4625786508754329,8,3
692,11783,Gas,0,0.009908962987049031,0,0
668,93,Jean-Michel Jarre,0,0.031187624571812487,0,0
1568,5244,Toque Profundo,0,0.005344435533458515,0,0
1543,946,Avantasia,1,0.008329007377133001,1,1
1050,1964,Deerhunter,1,0.18956974526684536,0,0
1593,2439,Rascal Flatts,0,0.039233648634688006,0,0
327,1243,Mika,1,0.13366898861978718,3,2
845,4787,Atheist,1,0.005327887483557822,0,0
294,2816,Superturbo,0,0.0003271153083867635,0,0
1877,4680,Blaze,0,0.004837743056916524,0,0
620,292,Christina Aguilera,1,1.1407253323052415,2,2
1322,2151,Meshuggah,1,0.06183995315237131,0,0
94,429,The Smiths,1,0.23079392860792167,3,2
207,4258,Marit Larsen,1,0.0057768335312325,0,0
1327,2937,Naked Eyes,1,0.024633639388209116,0,0
757,12145,Mad Caddies,0,0.0023546802610296676,0,0
1973,4711,Lizz Wright,0,0.005703908245742208,0,0
1903,10,Grendel,0,0.004217291621843284,0,0
191,3991,Bertine Zetlitz,1,0.001526556840951204,0,0
747,3177,Anniela,0,0.003958073498908415,0,0
886,6930,Jay-Jay Johanson,0,0.004645569532938625,0,0
1772,11640,Merle Haggard,0,0.0019854713863307863,0,0
751,10162,Pig,0,0.0008739318241394312,0,0
1588,1463,Amy Macdonald,0,0.030156530899726322,1,1
166,3742,LobĂŁo,0,0.0018005132268259464,0,0
1049,715,R.E.M.,1,0.06544611019532062,0,0
50,1151,Editors,1,0.14086940956325944,0,0
24,4994,Team Sleep,0,0.009679720228067507,0,0
2041,1440,David Bisbal,0,0.018580359239458607,0,0
142,584,The Isley Brothers,0,0.001191757568726636,0,0
568,718,Johnny Cash,1,0.07828106338138144,0,0
166,3672,Scarlett Johansson,1,0.0027392071557032884,0,0
462,7148,John Barry,1,0.0016924718934720913,0,0
97,2150,Fightstar,1,0.017893297234582474,0,0
1938,85,Spandau Ballet,0,0.033316701601859004,0,0
1443,1807,The Runaways,1,0.01948969944987592,0,0
1223,855,Jane's Addiction,0,0.020027159211679243,0,0
251,718,Johnny Cash,1,0.0921973505882781,0,0
1272,1934,Adele,1,0.4347092859183231,3,2
171,65,Coldplay,1,0.4771834334868348,0,0
752,318,Hilary Duff,0,0.18626796367420256,0,0
2039,1679,Stephen Jerzak,0,0.004244506840030725,0,0
1682,228,Kings of Leon,1,0.6409788141005746,4,2
105,6493,Legion of the Damned,0,0.002095212402324121,0,0
744,722,ATB,1,0.041074354172421224,0,0
1951,14226,Strong Arm Steady,0,0.003430412865458232,0,0
1696,1957,Pavement,0,0.01012033503699245,0,0
925,5186,Esthero,1,0.010094235978595316,0,0
1990,4166,Confide,0,0.001827502873304512,0,0
208,3298,The Sugarcubes,0,0.0010813316971512313,0,0
2080,6137,AntĂ´nio Carlos Jobim,1,0.03470140970698888,0,0
743,4811,Cody Simpson,0,0.019321633299962233,0,0
806,14443,Snow White's Poison Bite,0,0.0016453020824550451,0,0
155,3433,Sex Gang Children,1,0.012004535955664045,0,0
929,2179,50 Cent,1,0.013689232599581835,0,0
1010,6600,The Rocket Summer,0,0.0015546831965724695,0,0
288,749,Casino Versus Japan,0,0.004220833870798288,0,0
1403,540,Fall Out Boy,1,0.3050615300836248,0,0
141,12212,John Mayer Trio,0,0.0011358607901728786,0,0
1197,3397,Heidi Montag,1,0.04568152182779555,1,1
1036,735,The Rolling Stones,1,0.31758592109590106,1,1
1256,1378,Jimmy Eat World,1,0.10666456109736809,0,0
1261,530,Alphabeat,0,0.03823774434828064,0,0
1712,982,Foo Fighters,1,0.48156087698194794,0,0
1552,1619,Blackalicious,0,0.00011524071543457077,0,0
1382,3758,Default,0,0.009575674043495883,0,0
1623,5966,Circa Survive,0,0.053032489719294154,0,0
1009,6562,Electrik Red,0,0.0026247634808285636,0,0
314,5301,Focus,0,0.0014517026251852957,0,0
977,7810,Elsiane,0,0.0033461061744297074,0,0
797,6823,Clinic,0,0.000803923037822682,0,0
1580,2097,Brown Eyed Girls,0,0.019353715393947205,0,0
1213,2937,Naked Eyes,0,0.003973090850226458,1,1
971,307,Kate Voegele,0,0.04605424621160968,0,0
1972,470,nevershoutnever!,0,0.026380660531613174,0,0
980,1485,Miike Snow,0,0.0023470572194374526,0,0
1890,12958,Austin Drage,0,0.0019898712922305373,0,0
7,15162,L'aura,0,0.003028411892582899,0,0
150,1447,Lady Antebellum,1,0.045764568244927695,4,2
716,4262,Taking Back Sunday,1,0.22418793771647705,0,0
789,294,Leona Lewis,1,0.35047221754874897,0,0
1592,1248,The Darkness,1,0.011450253031303339,0,0
1944,14071,The Hillbilly Moon Explosion,0,0.0014941801361573277,0,0
1289,977,At the Drive-In,1,0.035751205235050154,0,0
586,4271,Burzum,1,0.2131716694734537,2,2
2013,533,Oasis,1,0.5752635487957458,0,0
496,11933,Generation X,0,0.0036766308110075976,0,0
217,14600,The Matrix,0,0.00023434687486825311,0,0
1689,11682,Wayne Shorter,0,0.008474268307509253,0,0
1395,1970,The Avalanches,1,0.039429823367624954,0,0
162,4696,The-Dream,0,0.009359748461427378,0,0
1156,159,The Cure,1,0.4469038180182473,1,1
230,292,Christina Aguilera,1,1.4317553049967453,4,2
1709,3003,Duke Ellington,0,0.00422796007869939,0,0
1318,544,Adam Lambert,1,0.4532828896952315,2,2
224,159,The Cure,1,0.4745592937148407,6,3
532,7832,Abril,1,0.020546079756797942,1,1
1759,4868,Luiza Possi,0,0.0026874775467969317,0,0
312,2098,Kara,1,0.09218543529659923,0,0
525,537,The Used,1,0.38592260974917214,0,0
48,324,Cobra Starship,0,0.08827581533775554,0,0
1903,89,Lady Gaga,1,1.0876527270956577,0,0
460,81,Portishead,1,0.19888057925623254,1,1
658,7348,Brigitte Bardot,0,0.003106100563451226,0,0
1996,6626,DMX,1,0.12072400530082764,1,1
646,701,Shakira,1,0.7227399334074438,14,4
1261,204,Damien Rice,1,0.12787022170271733,1,1
114,183,Jamiroquai,1,0.028709425842115076,1,1
863,62,Prefab Sprout,0,0.0014416886203720686,0,0
1621,7831,Sleeping With Sirens,0,0.0005416643285079953,0,0
1909,2846,Nonpoint,0,0.003906001446896391,0,0
1449,507,Saosin,0,0.03208768261087937,0,0
388,518,Within Temptation,1,0.28138258879305794,6,3
129,5307,Hyper Crush,0,0.011495052056989509,0,0
1926,3300,Robots in Disguise,1,0.01892108621643949,0,0
646,431,Wolf Parade,0,0.004404885522425974,0,0
423,868,The Doors,1,0.12011025548738863,0,0
934,9480,Portastatic,0,0.0010203944828265806,0,0
574,59,New Order,0,0.10168228277274896,0,0
625,8730,Times of Grace,0,0.0023681012210283914,0,0
539,2545,Paula Fernandes,0,0.0044222938070614245,0,0
962,2459,Glenn Miller,1,0.005041088749825554,0,0
1809,5893,Chris Corner,0,0.0064119725774043086,0,0
1808,2062,In This Moment,0,0.034104987055197794,0,0
730,2859,Warrant,0,0.009326784150660263,0,0
498,300,Katy Perry,1,1.7514069221406106,9,3
706,5036,Raven-SymonĂ©,0,0.0024043231156176898,0,0
546,2193,ĐšĐ°ŃŃ‚Đ°,0,0.009299079543398849,0,0
123,4137,Sirenia,0,0.0168828703333249,0,0
377,2131,Dirty Pretty Things,0,0.03014454382158142,0,0
1276,7977,ScreamerClauz,0,0.0006866700463603573,0,0
1264,712,Dire Straits,1,0.07326376287560239,0,0
1784,1677,Criss Angel,0,0.010051328806295298,0,0
1195,1527,Anthrax,0,0.03642243454396187,0,0
410,1035,Breathe Carolina,1,0.07743464123221641,2,2
307,8280,Moneen,0,0.0008464705509547823,0,0
1999,5079,Emilie Autumn,1,0.0939150463233466,1,1
1047,9649,Baroness,1,0.0038031436167937165,0,0
730,5178,Booty Luv,0,0.0035911070233726385,0,0
1574,1987,Dick4Dick,1,0.047312577664033933,1,1
864,3298,The Sugarcubes,1,0.0032390327076581666,0,0
205,1188,Asking Alexandria,1,0.15884077947700184,0,0
1244,1351,Tenacious D,1,0.057426180256856627,0,0
1947,1397,Fatboy Slim,0,0.018293460989488586,0,0
1495,769,Isis,1,0.015775009143145148,1,1
461,511,U2,1,0.0718674688664307,0,0
1379,89,Lady Gaga,1,2.0144755650330297,9,3
686,4915,Paula Abdul,0,0.005648424468627905,0,0
96,295,BeyoncĂ©,1,0.12961269954339044,0,0
1667,1550,Impending Doom,0,0.00043511625660141426,0,0
622,235,Eels,1,0.07688714026161657,0,0
15,429,The Smiths,1,0.4158912454633449,1,1
2032,757,Crystal Castles,1,0.3200631362991997,0,0
1184,230,Green Day,1,0.2296474796297239,2,2
1258,2830,Kap Bambino,0,0.0029250424595547372,0,0
1454,998,Orchestral Manoeuvres in the Dark,1,0.14969900329659372,0,0
41,1343,QueensrĂżche,1,0.16970365511028868,0,0
259,1891,Thomas Dolby,0,0.013875522820398417,0,0
1956,295,BeyoncĂ©,1,0.5405104889087403,3,2
349,1400,MGMT,1,0.2487715677094409,0,0
914,2023,Gloria Estefan,0,0.0028685981305968805,0,0
875,13025,PiÄ™Ä‡ Dwa DÄ™biec,0,0.0033456583692539426,0,0
161,56,Daft Punk,1,0.2618656891039174,0,0
1793,3413,Underworld,0,0.022063230673828642,0,0
1664,9228,ZĂ© Ramalho,0,0.024861839497902282,0,0
568,6920,Glasvegas,1,0.017691686369953424,0,0
1292,3497,Jordan Pruitt,1,0.003994622637520566,0,0
2090,234,Nirvana,1,0.5028508940510786,0,0
1271,1145,Stone Sour,0,0.060513533742564435,0,0
5,8311,Tom Petty,0,0.0026646261420147457,0,0
205,1640,GZA/Genius,0,0.025461920890406723,0,0
37,157,Michael Jackson,1,0.29075340303637914,2,2
1850,669,Eric Saade,1,0.010118215582188424,1,1
525,230,Green Day,1,0.7641668751919466,1,1
9,383,Bad Religion,1,0.04798544240813659,0,0
521,1186,Sum 41,1,0.421628207485157,2,2
1118,377,Linkin Park,1,0.6448283246498839,0,0
225,839,All Shall Perish,1,0.2825276618594306,1,1
1092,5488,Natural Dread Killaz,0,0.005880610876596354,0,0
675,2136,Serge Gainsbourg,0,0.007464121797528312,0,0
1693,1783,EsbjĂ¶rn Svensson Trio,0,0.0008373981711023181,0,0
899,268,Richard Marx,0,0.010103285364975711,0,0
922,3128,Lenka,0,0.008068669445335352,0,0
106,2706,Angerfist,1,0.0028005552625580657,0,0
181,4436,Marianas Trench,0,0.0026114081180417855,0,0
1119,10912,Balkan Beat Box,0,0.0005148483857388708,0,0
1012,13318,Erik Truffaz,0,0.0013842687271711132,0,0
1339,1193,Mayday Parade,1,0.04098640463129881,0,0
1393,10753,Sham 69,0,0.00456825859635103,0,0
123,3267,Fabrizio De AndrĂ©,0,0.00540198272482151,0,0
819,166,The Cranberries,0,0.04695651005933155,0,0
631,7636,Bullets and Octane,0,0.003193186257383826,0,0
2041,4196,The Gaslight Anthem,0,0.029587016321931725,0,0
2043,722,ATB,0,0.05311967195626386,0,0
1606,548,Ellie Goulding,1,0.19406481051774765,2,2
1935,1797,Guano Apes,1,0.0305939264158757,0,0
180,13915,Cal Tjader,0,0.00038745150579112955,0,0
761,9858,Republica,1,0.0019439215974000295,0,0
1091,486,30 Seconds to Mars,1,0.5414201482709179,1,1
545,472,3 Doors Down,1,0.19479748566774532,5,3
637,2904,Stack Bundles,0,0.0005362317227050433,0,0
613,1426,The Jimi Hendrix Experience,1,0.009632298685817938,0,0
1093,883,Tiamat,1,0.012607474929678729,0,0
1265,4548,Yasemin Mori,0,0.001733504381713499,0,0
106,1515,The Fratellis,1,0.06147713913811994,0,0
232,2556,The Power Station,0,0.011690072604415302,0,0
969,344,Taylor Swift,1,0.4372954504353111,2,2
176,3230,The Moody Blues,0,0.010877716619819141,0,0
1682,2608,City and Colour,1,0.13646193939726015,1,1
1304,1429,Christian ChĂˇvez,1,0.07274826178785594,1,1
1222,2022,Melanie C,1,0.13612211721767145,0,0
771,3953,Alexia,0,0.0008929401683087909,0,0
1827,1277,Velvet Acid Christ,1,0.2873309534122508,0,0
173,3742,LobĂŁo,1,0.005014783417304861,0,0
1799,55,Kylie Minogue,1,0.5927465467091066,3,2
878,1170,Rishloo,0,0.0010259514046195351,0,0
1840,67,Madonna,1,0.6344535544503898,0,0
313,15485,Seychelles,0,0.002162873238752839,0,0
942,1147,Murray Gold,0,0.00033785143585514745,0,0
1055,995,China Crisis,0,0.002455325855292072,0,0
1669,10555,Curren$y,0,0.00101365064140812,0,0
1473,5934,Bonde do RolĂŞ,0,0.018292053797737195,0,0
926,754,Maximum the Hormone,0,0.002239237584668668,0,0
145,294,Leona Lewis,1,0.6833060850554131,11,4
1114,1989,Paktofonika,0,0.014400511258886748,0,0
643,573,The Detroit Cobras,0,0.003166449207602848,0,0
1234,4257,Ronan Keating,0,0.01327237196098453,0,0
400,316,Alanis Morissette,1,0.21396858365987004,1,1
150,265,CĂ©line Dion,1,0.08384004899662403,4,2
385,191,OneRepublic,1,0.29172567189676646,3,2
559,88,Gorillaz,1,0.07993095468610924,0,0
1377,8468,The Bled,1,0.009020947723282194,0,0
1384,10316,Allstar Weekend,0,0.0027673378261222465,0,0
1331,2128,The Rascals,0,0.017374524553155173,0,0
1899,843,Pantera,1,0.11268493408259339,0,0
2003,4735,Junior Boys,1,0.006858049166378857,1,1
1223,7650,Beatsteaks,1,0.008197083764872212,0,0
168,1956,Mount Kimbie,1,0.008759062367972787,1,1
1626,2040,Luciano Pavarotti,1,0.003642410947708537,0,0
152,8348,Passenger,0,0.002476938398831075,0,0
282,3481,Yes,1,0.11730797494013595,0,0
1586,220,Red Hot Chili Peppers,1,0.17302803515797677,0,0
1040,11935,Jorge Ben,1,0.002089755966551528,0,0
2055,14774,Mathew Jonson,0,0.0009939963113789773,0,0
517,5244,Toque Profundo,0,0.0026763501225210116,0,0
253,1202,Melvins,0,0.01796360722736279,0,0
1355,12505,cEvin Key,0,0.003200866331901397,0,0
214,4351,Lionel Richie,1,0.0021529627471910057,0,0
480,98,Japan,1,0.1300926127554188,3,2
1122,683,John Mayer,1,0.022928717803664952,0,0
1309,1240,Them Crooked Vultures,1,0.04234826514387257,0,0
459,2172,Gojira,1,0.02835440091072674,1,1
38,12243,Beenie Man,0,0.0009091343358064313,0,0
1111,682,Lights,1,0.12330999602199189,0,0
28,1029,Markus Schulz,1,0.00038740908911144345,0,0
1906,6453,The Academy Is...,1,0.033544201132242955,0,0
